"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000075240",576.83949575666,1.1704732312875,0.158971785094901,7.36277340402746,1.8012799352049e-13,6.30552906249978e-12
"ENSG00000077063",329.883172304403,1.04874160654818,0.139188967864623,7.53466041624941,4.89607278987825e-14,1.79039351431897e-12
"ENSG00000077264",81.8112904038176,1.20895973117302,0.237957782584883,5.08056394726978,0.000000376316028194376,0.00000558372457307672
"ENSG00000077684",1570.63461014914,-1.20028821135511,0.100810886578903,-11.9063352390584,1.09693258128279e-32,1.64795838128052e-30
"ENSG00000077943",468.384335044168,-1.18022384269167,0.171525180009075,-6.88076142890054,5.95334818479278e-12,1.69018836339282e-10
"ENSG00000078053",358.68988631553,-1.14876592798823,0.176114462007922,-6.52283699413937,6.89898283786906e-11,1.72504780481536e-09
"ENSG00000079257",1731.79946850142,1.08260522215729,0.171301473207571,6.31988273005372,2.61761869059856e-10,6.16868362798833e-09
"ENSG00000079462",58.312011174181,1.03636167697628,0.254735946029115,4.06837626621346,0.0000473418895793239,0.000453737153288704
"ENSG00000079691",1509.4530923224,-1.14689716174185,0.146797955640723,-7.81275976723269,5.59491743851877e-15,2.27686617565726e-13
"ENSG00000081052",207.134642684968,-1.91206777504967,0.19162562766333,-9.97814226815743,1.8999051467194e-23,1.69561831609195e-21
"ENSG00000081320",1491.69834472829,-1.07184863159145,0.158855339956047,-6.74732515688815,1.50595538868314e-11,4.06427601005683e-10
"ENSG00000081803",1171.26472982924,-1.32690215059872,0.152733195872362,-8.68771286438347,3.69809053558911e-18,2.03881272708258e-16
"ENSG00000083223",1486.90723795935,-1.10847252091577,0.117684380705798,-9.41902837290589,4.55281405585212e-21,3.36385786061074e-19
"ENSG00000083290",1522.66485036046,-1.13817711204786,0.142409529524577,-7.99228194803799,1.3246366552678e-15,5.7682487007652e-14
"ENSG00000084090",3609.48552942064,-1.24978619712844,0.131134398733193,-9.53057480875991,1.56414736135491e-21,1.2050619072866e-19
"ENSG00000085117",1911.07297097004,-1.21904042520988,0.159096704224846,-7.66226070583493,1.82688311583509e-14,6.99257936566346e-13
"ENSG00000087448",907.658851358475,-1.06061164588843,0.123576714978932,-8.58261725171487,9.27385249233694e-18,4.84605834005363e-16
"ENSG00000088756",685.723239064796,1.64744013474539,0.163430983724555,10.0803415435715,6.74911113727661e-24,6.27180286509395e-22
"ENSG00000089041",96.7567144445977,1.9859030974057,0.260115376617585,7.63470089015663,2.26345298675325e-14,8.57259042966125e-13
"ENSG00000090376",583.8944864316,-1.02931054560975,0.158083003464924,-6.5112031214547,7.45512515079496e-11,1.85380684439354e-09
"ENSG00000091262",123.765113938943,1.06682632837479,0.208881508307416,5.10732777170834,0.000000326746682932738,0.00000488333307628896
"ENSG00000091428",36.1779284355662,1.1674381813159,0.326445460543822,3.57621202442537,0.000348608946574763,0.00267434982504248
"ENSG00000091831",34.6553678932809,1.17150431149988,0.346134964413763,3.38453040560065,0.000713001215484136,0.00500739614832412
"ENSG00000092621",1231.10242762368,1.42680881198902,0.130650258686881,10.9208265358934,9.16578606925587e-28,1.14750549483712e-25
"ENSG00000092969",200.64540318736,1.50548286827472,0.229164434833163,6.56944376805566,5.05035621945478e-11,1.28236368907508e-09
"ENSG00000095585",21.1129408791883,2.55663763120848,0.555133708572258,4.60544476353971,0.00000411585228247738,0.0000501355303706096
"ENSG00000095637",44.3053870127779,-1.89771437918217,0.316692210215062,-5.99229888822795,2.06895218583708e-09,4.39847523658855e-08
"ENSG00000096060",2564.36222687268,-4.04662410491797,0.369771411263136,-10.9435829316678,7.13242961784368e-28,8.99184903150251e-26
"ENSG00000097096",201.585034645729,-1.3054624062298,0.184399242553081,-7.07954321370931,1.44630395040136e-12,4.48006316457659e-11
"ENSG00000099194",785.211998028092,1.99197382381169,0.194780833108848,10.2267445519063,1.50493465952735e-24,1.45865387322361e-22
"ENSG00000099204",848.585060946676,-1.42725833886001,0.134717108545839,-10.594484652069,3.16077101317573e-26,3.56139873909576e-24
"ENSG00000099337",530.060485021926,-2.71827771300548,0.181277396346021,-14.9951277312967,7.90105490455173e-51,2.9069432208012e-48
"ENSG00000099849",42.7951586610186,-1.23019942151854,0.309354091644034,-3.97667092418516,0.0000698867711361654,0.000642160402672166
"ENSG00000099860",368.158031967728,-1.47103633743584,0.173532663052149,-8.47699972767532,2.31075487924048e-17,1.17017665626257e-15
"ENSG00000099998",506.244766658562,-2.3809169134766,0.189750743481894,-12.5476025536827,4.09728170564927e-36,7.08240773501598e-34
"ENSG00000100033",55.3631369152134,-4.88960828788326,0.522367325116024,-9.36047882933186,7.93761426296297e-21,5.72397239730785e-19
"ENSG00000100206",36.2986806626819,-1.93398502302774,0.349007448698916,-5.54138609430129,3.000867474388e-08,0.000000538304863962854
"ENSG00000100242",2236.2383212374,-1.85904607960479,0.122956027076032,-15.1196010786459,1.20268967383425e-51,5.04234638136833e-49
"ENSG00000100292",2399.38459033003,1.26825370956426,0.301926613979681,4.20053632519328,0.0000266283438865665,0.000271064812866753
"ENSG00000100302",35.8449132454698,2.00438160334397,0.455178666471291,4.40350515300432,0.00001065157526865,0.000118975587944995
"ENSG00000100739",134.535733471037,1.88083114342642,0.270231054752358,6.96008512104589,3.40067202115588e-12,1.00175351629736e-10
"ENSG00000100767",208.81360047707,-1.01307160940402,0.21508097514324,-4.71018698296923,0.00000247489629944426,0.0000312446992201549
"ENSG00000100784",87.3238286571985,2.50719149599806,0.263627031252001,9.51037336380516,1.8997943782376e-21,1.45124970554523e-19
"ENSG00000101255",284.172619498846,1.1110578384998,0.156955493440526,7.07880822865756,1.45399426202058e-12,4.4961592719909e-11
"ENSG00000101265",1645.91737938986,1.04933649135308,0.134113301091241,7.82425369307097,5.10677318313014e-15,2.09238424876069e-13
"ENSG00000101342",42.9011868528458,-4.08721800573833,0.481152182477635,-8.4946471295042,1.98535155314047e-17,1.01971275783522e-15
"ENSG00000101347",12703.3870621821,-3.76699543158729,0.155437989723434,-24.2347153246757,9.58381484433766e-130,4.31942535034298e-126
"ENSG00000101447",161.478372135377,-1.22265564802221,0.272617441956414,-4.48487682683813,0.00000729560664704979,0.0000844734724682169
"ENSG00000101825",4767.14944686345,1.32376820049595,0.103195285203354,12.8277972960428,1.14575459560983e-37,2.12944988140763e-35
"ENSG00000101938",196.014029522831,-1.04453719911402,0.209419971377309,-4.98776306884357,0.000000610824140669164,0.0000085896549204241
"ENSG00000102385",110.999484660041,1.07696296593306,0.202128376498907,5.3281136700709,9.92380130859579e-08,0.00000162346905618298
"ENSG00000102466",664.683572935525,-1.21725286689789,0.113833057766405,-10.6933160786719,1.09388537861607e-26,1.2641388208776e-24
"ENSG00000102524",64.0420778243889,1.70886435765697,0.259071197543529,6.59611864946833,4.22061196608218e-11,1.08081239381434e-09
"ENSG00000102554",149.552913663167,-2.48230281407491,0.242297003337248,-10.2448762464464,1.24784467238395e-24,1.22261650835532e-22
"ENSG00000102575",34.5889668155539,1.44333593501348,0.353030487143771,4.0884172545293,0.0000434326414692744,0.000420066341420643
"ENSG00000102760",1136.3985343965,-2.84896331709077,0.630806983568062,-4.51637884694309,0.0000062906080224033,0.0000739289970194829
"ENSG00000102804",5397.33684521952,-1.20138799368316,0.0798459534985931,-15.0463228384433,3.64964500988142e-51,1.39991064336473e-48
"ENSG00000102935",36.1481178397062,1.1511345200872,0.336897243656689,3.41687129165192,0.000633452198477488,0.0045191437412553
"ENSG00000102984",90.3336253586407,1.40228248793729,0.214141340762387,6.54839688098002,5.81579929244352e-11,1.46844859445619e-09
"ENSG00000102996",165.315942416665,-1.26605824898599,0.194096296410197,-6.5228356872423,6.89904297355157e-11,1.72504780481536e-09
"ENSG00000103064",780.765707845921,-1.40147164376104,0.157341483982315,-8.90719731560788,5.23388569725717e-19,3.20940446769225e-17
"ENSG00000103175",250.45717439452,-1.75597383616319,0.182842531899557,-9.60374929137289,7.70881088624961e-22,6.12222214349375e-20
"ENSG00000103196",3082.06913512982,-2.63126675642951,0.179650210652513,-14.646611027465,1.41604595820511e-48,4.72749565454106e-46
"ENSG00000103257",403.748984350973,1.26576541558283,0.375640357666328,3.36962040885706,0.000752717967233111,0.00524951625271896
"ENSG00000103485",865.205449337359,1.2121543267722,0.102434504649908,11.8334572018969,2.62118892039825e-32,3.84185315910079e-30
"ENSG00000103647",544.426327334242,1.32941823560688,0.164406014907406,8.08618976839514,6.15602447961686e-16,2.76071664971475e-14
"ENSG00000103710",1054.92878892262,1.07597942315781,0.149468389720228,7.19870887196823,6.07853773773056e-13,1.97448429433886e-11
"ENSG00000103742",370.82982255279,2.19734247824709,0.152138396320902,14.443050087187,2.77294264900755e-47,8.19518197972266e-45
"ENSG00000104321",548.692187680578,1.34399756848489,0.169102711331718,7.94781797347093,1.89825294637817e-15,8.0902373799777e-14
"ENSG00000105088",53.2758637278162,1.39386048623955,0.31230352356445,4.46315965420703,0.00000807598321471699,0.0000924405240602653
"ENSG00000105486",143.606718762239,1.01746108683963,0.171182754243007,5.94371256227871,2.78638022587664e-09,5.80726736556116e-08
"ENSG00000105499",123.159714798276,1.03195194062316,0.19047739666256,5.41771338071841,6.03660848001929e-08,0.0000010305679704336
"ENSG00000105516",84.5749847267979,1.65185194321009,0.23009835686511,7.17889499827438,7.02770919623285e-13,2.26242038195867e-11
"ENSG00000105711",101.371500518373,1.28904796616758,0.214735744551657,6.00295013230779,1.93764144169991e-09,4.13883885201018e-08
"ENSG00000105835",2640.34127405734,-1.05075799182741,0.151418569269079,-6.93942623351668,3.93695627653449e-12,1.14661466483625e-10
"ENSG00000105889",230.620130556521,-1.038558659179,0.142278759054246,-7.29946385590159,2.88916662102418e-13,9.86475300072423e-12
"ENSG00000105989",333.214688163837,3.04184070272801,0.191370959052672,15.8949963870473,6.86324182619446e-57,3.43695899007316e-54
"ENSG00000106034",2427.54990954247,-1.05605032867875,0.128214995672533,-8.23655862669876,1.7723485254283e-16,8.23502557124261e-15
"ENSG00000106123",2287.85834096414,-1.40722931177168,0.142387379118459,-9.88310425041914,4.9282110494916e-23,4.23075184763022e-21
"ENSG00000106483",437.585149037829,1.10651427172521,0.223637852267522,4.94779510939664,0.000000750588550922917,0.0000103849657682566
"ENSG00000106484",677.213238740759,1.8637650860243,0.13730594323399,13.5738121899659,5.72645001336067e-42,1.32354411334444e-39
"ENSG00000106617",1018.35298653981,-1.6166913402221,0.128622052080644,-12.5693169566946,3.11402622434978e-36,5.45045289054154e-34
"ENSG00000106976",884.745882993046,1.75625644069071,0.0997092669086134,17.6137734750409,1.93129966914288e-69,1.58261229251399e-66
"ENSG00000107104",1276.71448146957,-1.16659816046014,0.152778473447835,-7.63588046229866,2.24282346392016e-14,8.51234134895844e-13
"ENSG00000107338",118.379905137904,1.00864155276144,0.187488324524859,5.37975660787189,7.45866094370478e-08,0.0000012493318938233
"ENSG00000107562",25136.3075719089,1.91166983641132,0.10574809521768,18.0775817519568,4.78616718467546e-73,4.5413169476489e-70
"ENSG00000107611",41.0823697386133,1.53799816823185,0.321038735408893,4.79069345408731,0.00000166205888297098,0.0000216343664564626
"ENSG00000107731",562.142033392034,1.02361619908639,0.148424755005196,6.89653285296348,5.32870465115872e-12,1.52727960971525e-10
"ENSG00000107796",2427.809962315,-1.14310332994203,0.122103154060818,-9.36178380267449,7.84016863086486e-21,5.67640803523019e-19
"ENSG00000107821",484.077789657041,1.02939772998987,0.133740608934784,7.69697205799206,1.39328348983663e-14,5.43682137549237e-13
"ENSG00000107968",536.659556658061,-1.13302366067872,0.128264350889085,-8.8335040315176,1.01446677141811e-18,5.91870775246783e-17
"ENSG00000108231",21.5534621417325,1.98127432917607,0.546875720323267,3.62289685854933,0.000291322007820894,0.00228943032127074
"ENSG00000108604",2178.07169386197,-1.24444008026687,0.133123189543287,-9.34803383645059,8.92921083768907e-21,6.4133790032613e-19
"ENSG00000108821",100990.694351515,1.3049464420229,0.0854759991473199,15.2668170602346,1.27233637706858e-52,5.59455614775424e-50
"ENSG00000108830",158.263285028196,2.36349777995476,0.259026228627973,9.12455002133911,7.20348816645258e-20,4.79204740460543e-18
"ENSG00000108924",56.2685193907555,-1.28798623480283,0.315981013847836,-4.07615071272311,0.00004578734834729,0.00044032346242659
"ENSG00000108950",1011.56504804899,-1.0911124005433,0.125707017225242,-8.67980503099715,3.96447837593051e-18,2.17901268784376e-16
"ENSG00000108960",1723.1175228423,-1.68669820758666,0.308825855424003,-5.46164829777901,4.71733941098673e-08,0.000000819308236043051
"ENSG00000109265",81.467114628972,1.28107755692141,0.235525329031821,5.43923476166052,5.35099073210825e-08,0.000000921372119564923
"ENSG00000109625",41.4976447528978,1.81500250702821,0.338892796345275,5.35568335061045,8.52336647118488e-08,0.00000140842576299286
"ENSG00000109674",47.9140323100117,1.42726083530082,0.315923780527415,4.51773789525468,0.00000625037865672058,0.000073552106020469
"ENSG00000109794",114.854745344428,1.0103332906706,0.228154045374362,4.42829444033226,0.00000949811812467981,0.000107153988455399
"ENSG00000109861",4058.013382052,-1.01823892256973,0.0849513801033629,-11.9861374980702,4.20038640422753e-33,6.47218513636016e-31
"ENSG00000109881",67.0435340737273,1.3391111114907,0.25513869258257,5.24856147037491,0.000000153291492040007,0.00000242841741519969
"ENSG00000109906",385.071028862516,-7.35262580898063,0.536388708511628,-13.7076446470745,9.13762134003219e-43,2.25661695230274e-40
"ENSG00000110756",995.251537070175,-1.57642940248209,0.1344653008024,-11.7236892571912,9.63813265535327e-32,1.3681594922103e-29
"ENSG00000110900",262.805275325959,1.46526374220155,0.141089528546193,10.3853472139275,2.89115395720927e-25,3.01281638962825e-23
"ENSG00000111728",193.414395562819,1.52773481360276,0.174011665779862,8.77949651683388,1.64208076882583e-18,9.45796552728184e-17
"ENSG00000111816",88.8407294923007,1.15217064825363,0.216484943126817,5.32217451990962,0.000000102534131865854,0.00000167435265333117
"ENSG00000111859",1772.5459327153,-1.62361703987577,0.169204035526844,-9.59561652782321,8.34168826894209e-22,6.59578754879334e-20
"ENSG00000112137",44.376811426737,1.05035578189258,0.298966767797884,3.51328607399827,0.000442600662339129,0.00328768221699621
"ENSG00000112218",58.546110035415,-1.41195014408607,0.279307733608614,-5.05517740537968,0.000000429990876206159,0.00000626667382073131
"ENSG00000112715",1874.11967514758,1.25869459116616,0.183599964861627,6.85563634020732,7.09957733037392e-12,1.99363208897167e-10
"ENSG00000112773",516.800784800124,1.19805302468446,0.114054243501568,10.5042389296808,8.25862553099823e-26,8.96906632968892e-24
"ENSG00000112837",2754.96812806571,1.83356244471418,0.127342051010238,14.3987192774739,5.27112480046124e-47,1.53270706294702e-44
"ENSG00000112936",1960.69493279795,-3.20445426489554,0.425672765844782,-7.52797576451959,5.15329535277512e-14,1.86654297919624e-12
"ENSG00000113361",2195.05501916958,1.22150639955336,0.147340278659806,8.29037660756499,1.12890452240697e-16,5.36989201318018e-15
"ENSG00000113578",184.88364241035,-1.00683917219938,0.256392736408069,-3.926941091642,0.0000860330416398896,0.000772412188587614
"ENSG00000113739",17078.9424533526,-1.05845518520454,0.298094755325264,-3.55073400754608,0.000384158455077369,0.00290991959165328
"ENSG00000114098",1010.29346134236,-1.3463400393744,0.112496191345845,-11.9678721854269,5.23540777295998e-33,7.99863824838326e-31
"ENSG00000114270",1546.90699729354,-1.23337327761163,0.103781224059559,-11.8843585512521,1.42726541276996e-32,2.10907711978827e-30
"ENSG00000114670",184.343268997634,1.25731689108762,0.162213900173142,7.7509812028784,9.11851855605778e-15,3.66121720553696e-13
"ENSG00000115419",3865.24139352938,-1.19353776622538,0.131316531701737,-9.08901378035399,9.99414543310767e-20,6.57570999518486e-18
"ENSG00000115457",1919.14850283236,-2.21406125378448,0.18009116419102,-12.294113726957,9.74193745855172e-35,1.6568646085167e-32
"ENSG00000115828",345.356447958451,-1.17818771623724,0.248893498652779,-4.73370225664625,0.00000220461061630633,0.0000280881414775764
"ENSG00000116106",292.736191864111,-1.12396262513654,0.262152780969603,-4.28743353772345,0.0000180749312309857,0.000192131403438803
"ENSG00000116194",237.044105094213,-1.94197926424771,0.220725384464904,-8.79816913199891,1.39066336557222e-18,8.06137593393441e-17
"ENSG00000116285",3232.63543712134,-2.42451299177805,0.144277322345033,-16.8045327732097,2.26086984827817e-63,1.27371755077371e-60
"ENSG00000116584",2250.59694884394,1.01572615836682,0.0892173172801668,11.3848543010676,4.97513289354437e-30,6.74373652667804e-28
"ENSG00000116675",50.8991386691628,-2.22714305808857,0.335403096451394,-6.6401982618885,3.13261496351342e-11,8.14931927304761e-10
"ENSG00000116690",24.9241878790234,-1.89090534221127,0.534816572202928,-3.53561471444792,0.000406827567520243,0.00305366712461636
"ENSG00000116711",111.969948202533,2.45076099797645,0.264983362782887,9.24873536299889,2.27164371682734e-20,1.58120436011441e-18
"ENSG00000116962",9435.92561442646,-1.48121915024017,0.16259932289023,-9.10962680478159,8.26658343934388e-20,5.45897312250884e-18
"ENSG00000116991",119.855227839028,2.58234281466882,0.270003485529152,9.56410918032392,1.13171871380432e-21,8.87070650976707e-20
"ENSG00000117152",104.839762967995,1.03124021752061,0.279760553910095,3.68615304447823,0.000227669468787078,0.00183561054709009
"ENSG00000117461",215.510751865581,1.70098528968805,0.183200491498747,9.28482929151796,1.61966599832034e-20,1.15412405603633e-18
"ENSG00000117600",39.28772884718,2.37819575088151,0.428719900181111,5.54720168081036,2.90277843943374e-08,0.000000522268360340433
"ENSG00000118257",1755.47533428085,-1.00695045340707,0.169515730163675,-5.94015937302583,2.84745119343781e-09,5.92085929818879e-08
"ENSG00000118507",100.500443087503,-1.02866282673587,0.20788685917678,-4.94818590655185,0.00000074908346846953,0.0000103721019735551
"ENSG00000118523",11813.4074813191,-1.2081763481152,0.151610183564916,-7.96896567042205,1.60007896342814e-15,6.90101041930203e-14
"ENSG00000118689",5165.48667934315,-1.26007916758178,0.125682111676183,-10.0259229477966,1.17258884683064e-23,1.07306760054125e-21
"ENSG00000118997",96.4180429331388,1.06038040143555,0.245949504744577,4.31137441214519,0.0000162242914511049,0.000174088015050343
"ENSG00000119138",1683.2682077277,-2.08291934981393,0.160522464318902,-12.975874489915,1.67671662138832e-38,3.25030615595576e-36
"ENSG00000119139",5029.85142077092,-1.92793686438767,0.122239410953867,-15.7718108206139,4.86351232162301e-56,2.30735263511104e-53
"ENSG00000119508",216.673741809452,-2.07773191774141,0.172915283909921,-12.0158951294542,2.93177606172719e-33,4.59600511659284e-31
"ENSG00000119514",286.113578398288,1.12667852233668,0.164703597044668,6.84064308584057,7.88384568087448e-12,2.18661492207393e-10
"ENSG00000119703",28.7985292074512,1.2383174478905,0.369176204008496,3.35427211842182,0.000795740663814231,0.00551282737460696
"ENSG00000119711",562.981534656845,-1.20456873941168,0.164386854341709,-7.3276463877565,2.34229760730353e-13,8.10497912945644e-12
"ENSG00000119714",54.8129633903873,2.83271839491117,0.412132318978771,6.87332263077645,6.27234855116047e-12,1.7723808727323e-10
"ENSG00000120129",3409.02937530956,-2.9478098639195,0.12143768977882,-24.2742584224756,3.66692460955789e-130,2.20357722870366e-126
"ENSG00000120149",161.940337057266,1.02302999452212,0.188377828331999,5.43073462296805,5.61225397279687e-08,0.000000961765348113897
"ENSG00000120162",60.6707970651537,-2.71101511077518,0.311374372420522,-8.70660963425038,3.13099107155939e-18,1.74214527895286e-16
"ENSG00000120549",51.4822159299947,1.11552128836788,0.314619895605415,3.54561584931338,0.000391696769222561,0.00295584317938231
"ENSG00000120837",1841.38811314411,-1.03563704991238,0.10013319560691,-10.3425946174528,4.52127504760555e-25,4.60505912758378e-23
"ENSG00000121621",31.7909395998817,1.61399793684003,0.400613852457265,4.02881210157904,0.000056059401108707,0.00052692329676109
"ENSG00000121858",247.334411119207,1.03242700987575,0.15748844865546,6.55557292417304,5.54286537796735e-11,1.40346596957859e-09
"ENSG00000122035",943.340574231144,-2.288870596122,0.144873254515944,-15.7991245780297,3.15466953721298e-56,1.53709141667231e-53
"ENSG00000122966",288.894444022564,1.54919456260287,0.202932062468266,7.63405517964972,2.27482474513938e-14,8.59759759022488e-13
"ENSG00000123358",180.641400278404,-1.2547025505308,0.229196021002776,-5.47436445467613,4.39084572604643e-08,0.000000768046811367339
"ENSG00000123562",5040.48267766273,-1.02807408656044,0.0848915784295894,-12.1104366955922,9.2997715990255e-34,1.52414802170211e-31
"ENSG00000123572",108.027961710297,-1.20494968358054,0.329840910132232,-3.65312381383341,0.000259069231456705,0.00205748903290814
"ENSG00000123610",322.731987785416,2.57051206302207,0.442291194529658,5.8118092668691,6.18012313901676e-09,0.000000122569042849499
"ENSG00000123612",20.5205768889407,1.4630341204029,0.43107168913722,3.39394619797724,0.000688932260104311,0.00486209185157004
